Time (s),Evaporator Position 1 (°C),Evaporator Position 2 (°C),Evaporator Position 3 (°C),Condenser Position 1 (°C),Condenser Position 2 (°C),Condenser Position 3 (°C),Condenser Position 4 (°C)
2657.5,83.61763,82.8417,82.28483,80.44714,80.45174,79.94837,79.07424
2658,83.63523,82.85723,82.27422,80.55551,80.40517,79.95384,79.07122
2658.5,83.65267,82.84876,82.28203,80.61639,80.47293,80.21227,79.10001
2659,83.66889,82.88539,82.28128,80.50463,80.50785,80.29853,79.1402
2659.5,83.67583,82.86527,82.30105,80.53782,80.46838,80.27923,79.09202
2660,83.68762,82.89403,82.31743,80.54146,80.5268,80.38646,79.10323
2660.5,83.70841,82.90059,82.33156,80.6539,80.56201,80.36277,79.17372
2661,83.72676,82.90266,82.33317,80.72354,80.61995,80.379,79.23922
2661.5,83.73974,82.92458,82.35669,80.75513,80.65314,80.43924,79.19426
2662,83.76522,82.96015,82.39157,80.87624,80.70389,80.35751,79.18909
2662.5,83.78747,82.97849,82.39432,80.87533,80.7314,80.37952,79.23011
2663,83.8196,83.00351,82.4175,80.7294,80.74453,80.4048,79.36287
2663.5,83.83894,83.03248,82.45312,80.8173,80.71325,80.51012,79.38751
2664,83.86745,83.04677,82.46213,80.89536,80.77572,80.4926,79.42591
2664.5,83.86848,83.0776,82.49503,80.99304,80.85277,80.56048,79.3934
2665,83.90464,83.08441,82.53943,81.00691,80.91271,80.50628,79.347
2665.5,83.90742,83.11126,82.52777,80.92056,80.87863,80.6379,79.37067
2666,83.94578,83.13838,82.58538,81.06044,80.85095,80.66088,79.26005
2666.5,83.95946,83.15367,82.58232,80.95389,80.87505,80.69277,79.26718
2667,83.97273,83.17977,82.60727,81.08001,80.96519,80.54431,79.27549
2667.5,84.00715,83.19378,82.62816,80.95595,81.01785,80.63662,79.34189
2668,84.02,83.23781,82.64146,80.9972,81.02174,80.70377,79.38268
2668.5,84.04705,83.2339,82.66002,80.91597,80.96044,80.79192,79.49739
2669,84.07535,83.26793,82.68969,81.00771,81.00153,80.82658,79.53801
2669.5,84.10303,83.28896,82.71874,80.97576,81.02574,80.89205,79.57528
2670,84.1044,83.29468,82.72997,81.08285,80.89652,80.87468,79.70092
2670.5,84.14074,83.31748,82.74267,81.17954,80.96363,80.6695,79.74946
2671,84.14313,83.33387,82.75929,81.01191,81.06258,80.68043,79.71088
2671.5,84.17175,83.36684,82.78927,81.05483,81.02046,80.64083,79.66144
2672,84.19217,83.38518,82.80028,81.11662,81.09164,80.63707,79.6948
2672.5,84.21497,83.39698,82.80267,81.20407,81.13165,80.78067,79.79736
2673,84.26229,83.4131,82.86006,81.29443,81.11083,80.94872,79.79855
2673.5,84.27342,83.43959,82.88426,81.2373,81.0936,80.8217,79.78567
2674,84.28148,83.48847,82.89897,81.39456,81.07711,80.75134,79.7536
2674.5,84.31549,83.48579,82.92678,81.34525,81.09427,80.87852,79.67771
2675,84.32136,83.51389,82.95603,81.3714,81.2231,80.79236,79.63167
2675.5,84.33921,83.53702,82.94957,81.33448,81.25357,80.91932,79.64082
2676,84.36493,83.5382,82.97666,81.30213,81.29916,81.02886,79.61375
2676.5,84.3935,83.57364,83.00752,81.33746,81.27305,80.81549,79.76893
2677,84.40356,83.57843,82.99877,81.15781,81.32354,80.82953,79.82421
2677.5,84.39493,83.61382,83.03898,81.26042,81.33699,80.7788,79.8945
2678,84.43884,83.62173,83.0478,81.3927,81.26091,80.98694,79.88489
2678.5,84.44515,83.65532,83.07244,81.49283,81.37731,81.16523,79.79616
2679,84.46844,83.67356,83.09161,81.47099,81.3557,81.30178,79.76883
2679.5,84.48784,83.6886,83.10182,81.51075,81.3102,81.31633,79.91607
2680,84.52595,83.69942,83.14222,81.54876,81.35966,81.21566,79.93642
2680.5,84.56033,83.75466,83.17338,81.56712,81.40301,81.3241,80.0107
2681,84.55876,83.75172,83.18465,81.6127,81.43437,81.30664,79.9529
2681.5,84.58614,83.77542,83.20606,81.6497,81.46564,81.15362,80.00823
2682,84.61421,83.80784,83.23366,81.61964,81.44085,81.15817,80.11294
2682.5,84.63693,83.83307,83.25843,81.67084,81.44231,80.9946,80.03441
2683,84.65411,83.842,83.28501,81.67265,81.58119,81.23662,80.02201
2683.5,84.68958,83.86095,83.28654,81.77956,81.66931,81.32611,80.07321
2684,84.68771,83.88407,83.31562,81.71574,81.69443,80.99457,80.00619
2684.5,84.6973,83.89389,83.3392,81.67646,81.6634,81.16388,80.04645
2685,84.71203,83.91206,83.34131,81.69834,81.54912,81.20753,80.05136
2685.5,84.74647,83.93526,83.35854,81.74042,81.49561,81.17671,80.02582
2686,84.74814,83.94633,83.37213,81.72072,81.5472,81.19139,80.08794
2686.5,84.75192,83.95813,83.37889,81.67386,81.57141,81.2587,80.07158
2687,84.75703,83.96898,83.40029,81.79771,81.5976,81.38231,80.03474
2687.5,84.78212,83.96723,83.40611,81.84055,81.66932,81.31511,79.90293
2688,84.784,83.99205,83.4018,81.83959,81.6741,81.47668,79.85133
2688.5,84.80966,84.00096,83.40887,81.86609,81.60844,81.45137,79.97087
2689,84.82105,84.01166,83.42117,81.78826,81.5705,81.50054,80.0418
2689.5,84.79897,83.99898,83.44771,81.76326,81.58286,81.53949,80.06263
2690,84.82937,84.03855,83.43889,81.74514,81.65598,81.63369,80.02619
2690.5,84.85005,84.07047,83.46599,81.85904,81.71371,81.67905,80.03463
2691,84.86337,84.05397,83.49283,81.88671,81.7799,81.68128,80.12212
2691.5,84.89562,84.08782,83.51246,81.91554,81.81972,81.72592,80.18027
2692,84.91984,84.10103,83.5447,81.80915,81.83849,81.67042,80.25473
2692.5,84.94308,84.13871,83.55715,81.93128,81.91661,81.65983,80.25629
2693,84.95471,84.13726,83.58276,82.04296,81.89236,81.54869,80.26275
2693.5,84.97315,84.1635,83.59455,82.02617,81.86113,81.4299,80.30647
2694,85.01766,84.18713,83.63263,82.03197,81.79839,81.27983,80.33335
2694.5,85.01185,84.21251,83.62911,82.06306,81.86821,81.50713,80.33968
2695,85.03192,84.22845,83.67165,82.09766,81.86888,81.60087,80.30781
2695.5,85.06696,84.24949,83.66494,82.17267,81.95054,81.6832,80.28333
2696,85.05624,84.27662,83.68839,82.19993,82.01219,81.80537,80.18087
2696.5,85.08965,84.2958,83.71193,82.14978,82.02669,81.85036,80.25358
2697,85.10817,84.33909,83.73824,82.08563,82.05721,81.84535,80.3996
2697.5,85.13083,84.35532,83.7492,82.18428,81.99218,81.74915,80.45262
2698,85.15263,84.3473,83.77191,82.24225,82.09279,81.6047,80.40423
2698.5,85.16426,84.3642,83.7966,82.28596,82.15277,81.63534,80.35396
2699,85.18923,84.37014,83.81423,82.23844,82.19535,81.89752,80.34748
2699.5,85.18862,84.40713,83.81201,82.2506,82.17221,81.90601,80.36147
2700,85.19566,84.41922,83.84955,82.12404,82.10777,81.93648,80.43571
2700.5,85.21984,84.42,83.86524,82.22777,82.00518,81.841,80.49519
2701,85.23731,84.46293,83.86459,82.2235,82.06991,81.71707,80.52483
2701.5,85.27162,84.45434,83.90508,82.32204,82.20674,81.71108,80.6245
2702,85.29485,84.48743,83.92418,82.4118,82.19241,81.71257,80.72937
2702.5,85.32854,84.52639,83.94203,82.31326,82.26283,81.78505,80.7592
2703,85.34234,84.52963,83.95215,82.36551,82.26533,81.93656,80.7954
2703.5,85.35363,84.53954,83.97972,82.40633,82.27107,82.00236,80.72939
2704,85.39164,84.56837,84.00946,82.50727,82.35436,82.1033,80.74184
2704.5,85.40483,84.59097,84.01692,82.53343,82.35003,82.21611,80.71184
2705,85.41226,84.64656,84.05049,82.5893,82.37265,82.19976,80.6932
2705.5,85.47521,84.66018,84.0875,82.58224,82.41649,82.22366,80.72419
2706,85.47587,84.68034,84.11912,82.58063,82.4025,82.31948,80.79226
2706.5,85.52704,84.71682,84.15193,82.61698,82.44504,82.29668,80.91639
2707,85.53462,84.74252,84.17693,82.62809,82.43781,82.27019,80.99855
2707.5,85.56946,84.76565,84.19066,82.66824,82.49538,82.24087,80.99995
2708,85.59829,84.79012,84.21582,82.60399,82.50954,82.33665,81.05055
2708.5,85.60026,84.79393,84.2398,82.70844,82.48125,82.29483,81.02158
2709,85.63907,84.83938,84.25911,82.79607,82.60486,82.19309,80.95286
2709.5,85.63179,84.85343,84.27338,82.73682,82.67355,82.2244,80.90096
2710,85.68505,84.86333,84.31103,82.75878,82.69092,82.2734,80.98984
2710.5,85.69582,84.90483,84.32615,82.77543,82.5762,82.37648,81.00282
2711,85.72992,84.92791,84.34006,82.78201,82.63207,82.37183,80.91772
2711.5,85.74051,84.96098,84.36234,82.86881,82.61157,82.33827,80.87866
2712,85.7673,84.95405,84.41481,82.91951,82.65929,82.4637,80.95273
2712.5,85.77729,84.98285,84.4209,82.94368,82.74788,82.49658,81.00508
2713,85.80251,85.00232,84.44152,82.95125,82.81277,82.44065,80.9377
2713.5,85.81998,85.02438,84.43628,82.84854,82.84075,82.57271,80.90149
2714,85.84663,85.05217,84.46774,82.87165,82.78109,82.61554,80.93193
2714.5,85.87055,85.05727,84.52261,82.89884,82.72322,82.57876,80.99647
2715,85.91351,85.10895,84.519,82.87401,82.72201,82.67865,81.07731
2715.5,85.92803,85.09961,84.53145,82.99199,82.72122,82.57309,81.08501
2716,85.93906,85.12646,84.5645,83.11063,82.86324,82.57205,81.05256
2716.5,85.95351,85.12646,84.58399,82.97772,82.90779,82.62829,81.05859
2717,85.95812,85.14368,84.58469,83.02867,82.92619,82.3922,81.21657
2717.5,86.00185,85.19405,84.61098,83.03672,82.77971,82.49906,81.32204
2718,86.03361,85.1914,84.64364,83.12487,82.7688,82.65713,81.27767
2718.5,86.04971,85.227,84.66685,83.05795,82.88989,82.78463,81.2667
2719,86.03398,85.24269,84.68988,83.12178,82.85994,82.78518,81.43389
2719.5,86.06779,85.28154,84.6856,83.14673,82.93488,82.78836,81.50331
2720,86.09949,85.29145,84.73634,83.19925,83.02958,82.81359,81.45083
2720.5,86.12824,85.32386,84.74672,83.10601,82.99664,82.79784,81.45342
2721,86.15718,85.36564,84.77474,83.17296,83.01361,82.88818,81.57377
2721.5,86.17354,85.35951,84.79224,83.28949,83.0453,82.96068,81.46609
2722,86.17776,85.38736,84.81251,83.28488,83.13378,82.67291,81.28704
2722.5,86.2027,85.40128,84.80464,83.26228,83.16094,82.71176,81.14984
2723,86.21199,85.39474,84.84673,83.27885,83.13302,82.75538,81.06394
2723.5,86.2108,85.41122,84.85219,83.30872,83.02716,82.77448,81.16738
2724,86.2257,85.43965,84.88452,83.32919,83.02906,82.84585,81.22315
2724.5,86.2336,85.45306,84.8665,83.33599,83.02118,82.78707,81.3081
2725,86.26191,85.45979,84.89342,83.34932,83.09825,82.86483,81.34573
2725.5,86.2707,85.48166,84.90496,83.37814,83.17293,82.9583,81.3076
2726,86.28832,85.4979,84.8962,83.41036,83.20698,83.02193,81.36136
2726.5,86.30279,85.50754,84.93084,83.44985,83.26068,82.95962,81.36829
2727,86.31009,85.52609,84.94342,83.51503,83.2596,82.98628,81.43872
2727.5,86.34378,85.53729,84.97297,83.51946,83.1918,82.9946,81.58802
2728,86.35337,85.57968,84.99036,83.44919,83.299,83.05732,81.67662
2728.5,86.36872,85.59342,85.03437,83.50077,83.31756,83.08185,81.69129
2729,86.39522,85.60638,85.04205,83.57186,83.21714,83.00618,81.65988
2729.5,86.43742,85.62242,85.03377,83.54592,83.22514,82.99057,81.81047
2730,86.44031,85.62898,85.07153,83.51468,83.31817,82.98157,81.78382
2730.5,86.43529,85.6602,85.08623,83.50693,83.33955,82.94103,81.65572
2731,86.48782,85.6696,85.09929,83.53207,83.26357,83.12484,81.55959
2731.5,86.47951,85.68194,85.11737,83.56524,83.23161,83.16442,81.51023
2732,86.4689,85.68969,85.11594,83.50104,83.32036,83.09886,81.59689
2732.5,86.488,85.68836,85.11874,83.60189,83.31687,83.08918,81.60509
2733,86.49878,85.68423,85.11897,83.62652,83.33187,83.06313,81.541
2733.5,86.5219,85.69954,85.12557,83.59661,83.34622,83.07748,81.62045
2734,86.53322,85.73609,85.17198,83.65286,83.31992,83.11103,81.68241
2734.5,86.54808,85.7482,85.14921,83.62359,83.39383,83.11041,81.63228
2735,86.55313,85.75301,85.16733,83.67544,83.43467,83.27577,81.7036
2735.5,86.55072,85.76185,85.18534,83.70142,83.50949,83.21576,81.66149
2736,86.55774,85.79341,85.20543,83.64783,83.54579,83.23578,81.6313
2736.5,86.58554,85.80262,85.22725,83.72022,83.57598,83.13344,81.76556
2737,86.58207,85.80764,85.23273,83.59847,83.54848,82.99771,81.82884
2737.5,86.60254,85.8171,85.24815,83.66055,83.61286,83.18773,81.78889
2738,86.62733,85.81917,85.27683,83.78401,83.59185,83.25684,81.77684
2738.5,86.6476,85.85871,85.26269,83.68117,83.62843,83.27759,81.7781
2739,86.65656,85.87363,85.29894,83.53364,83.61802,83.31534,81.872
2739.5,86.65573,85.88748,85.30017,83.75082,83.48391,83.29313,81.93025
2740,86.67451,85.8918,85.31688,83.72615,83.59613,83.14143,81.91911
2740.5,86.68215,85.9061,85.33415,83.80575,83.64729,83.29967,81.96041
2741,86.71618,85.89745,85.34455,83.7951,83.70406,83.31723,81.99653
2741.5,86.74093,85.94192,85.36951,83.85644,83.58861,83.43131,82.05739
2742,86.75473,85.96237,85.37161,83.84515,83.56264,83.36292,82.02639
2742.5,86.7563,85.98505,85.3975,83.88929,83.68039,83.39628,82.0304
2743,86.78449,85.98685,85.41513,83.96412,83.74489,83.1432,81.91928
2743.5,86.77614,85.99662,85.42513,83.88181,83.77976,83.24961,81.87643
2744,86.81544,86.00953,85.42289,83.94024,83.77261,83.29795,81.89977
2744.5,86.82037,86.03901,85.47255,83.93559,83.79066,83.43707,81.87197
2745,86.83171,86.05104,85.49719,83.91732,83.75542,83.3413,81.90162
2745.5,86.83596,86.07822,85.47643,83.88538,83.65652,83.51619,82.01365
2746,86.85259,86.06526,85.52082,83.94754,83.58729,83.33597,82.15557
2746.5,86.87145,86.08893,85.52361,83.91949,83.67022,83.40377,82.18163
2747,86.90363,86.10986,85.54064,83.96713,83.62866,83.36542,82.17057
2747.5,86.8984,86.10509,85.53817,83.90316,83.70824,83.58166,82.19258
2748,86.9142,86.11584,85.53859,83.96523,83.61484,83.4901,82.24593
2748.5,86.9099,86.13793,85.55104,83.96179,83.72467,83.42612,82.21749
2749,86.93485,86.12823,85.60488,84.05226,83.82225,83.58331,82.33453
2749.5,86.97096,86.16708,85.59464,84.09987,83.80015,83.5752,82.33513
2750,86.9699,86.17245,85.61675,84.09379,83.85919,83.63034,82.36642
2750.5,86.98971,86.21107,85.62302,84.09048,83.92949,83.68688,82.3615
2751,86.99151,86.23833,85.65533,84.12963,83.93677,83.69118,82.32316
2751.5,87.00106,86.21415,85.63895,84.08735,83.98989,83.42693,82.36319
2752,87.01658,86.23815,85.66272,83.91019,83.95583,83.46304,82.45203
2752.5,87.01724,86.23033,85.66476,83.83145,83.88511,83.24672,82.48518
2753,87.04987,86.24551,85.68889,83.91505,83.92904,83.30601,82.51809
2753.5,87.0483,86.2607,85.70338,84.04036,83.9101,83.41961,82.53424
2754,87.07239,86.28546,85.72562,84.10934,83.8885,83.65988,82.50989
2754.5,87.09056,86.29514,85.72245,84.16132,83.90424,83.67058,82.42522
2755,87.11038,86.31105,85.76314,84.08389,83.88048,83.75207,82.42691
2755.5,87.13272,86.33798,85.77973,84.05247,83.89837,83.70208,82.46473
2756,87.12768,86.34075,85.77631,84.20612,83.84654,83.75344,82.45304
2756.5,87.12886,86.34445,85.77703,84.21034,84.01013,83.59806,82.32108
2757,87.15907,86.35262,85.78337,84.06799,84.06455,83.65774,82.29753
2757.5,87.15157,86.35247,85.79583,84.22784,83.96571,83.61762,82.36081
2758,87.15976,86.36593,85.81916,84.12972,84.13522,83.56652,82.47089
2758.5,87.16327,86.37495,85.82221,84.21369,84.19374,83.5661,82.50348
2759,87.1656,86.39816,85.81467,84.2303,84.12458,83.58179,82.50174
2759.5,87.20555,86.41125,85.8218,84.16828,84.07082,83.79197,82.44433
2760,87.20518,86.43039,85.85539,84.22553,84.07073,83.68296,82.45686
2760.5,87.20385,86.4153,85.85222,84.25413,84.11057,83.71981,82.50952
2761,87.2284,86.45498,85.88777,84.2305,83.99406,83.67968,82.53702
2761.5,87.25773,86.45218,85.88749,84.28926,84.0386,83.76572,82.56825
2762,87.24394,86.44596,85.88334,84.3405,83.9527,83.77751,82.57706
2762.5,87.25632,86.48358,85.92967,84.34384,83.98814,83.85675,82.52744
2763,87.2742,86.48126,85.91473,84.3234,84.05187,83.72555,82.50769
2763.5,87.27973,86.51204,85.91912,84.25429,84.0245,83.72891,82.58625
2764,87.28212,86.50983,85.93848,84.40061,84.02405,83.90252,82.56883
2764.5,87.29839,86.51027,85.94374,84.48518,84.15355,83.94396,82.39843
2765,87.29068,86.51564,85.94246,84.4092,84.22504,83.89963,82.34609
2765.5,87.30017,86.52926,85.93543,84.33864,84.0905,84.00291,82.45599
2766,87.31576,86.52166,85.95077,84.42061,84.08738,84.00186,82.46846
2766.5,87.31974,86.53023,85.97724,84.42037,84.13507,84.03877,82.51453
2767,87.33637,86.54618,85.97804,84.43509,84.21378,83.862,82.56226
2767.5,87.35409,86.57628,86.00447,84.44067,84.26292,83.88982,82.60222
2768,87.37511,86.60097,86.03098,84.51017,84.22992,84.06206,82.73315
2768.5,87.40628,86.57385,86.02658,84.51108,84.21156,84.06755,82.75928
2769,87.40324,86.61211,86.05015,84.49573,84.22854,84.09165,82.82509
2769.5,87.41302,86.6313,86.07714,84.58393,84.31743,84.14636,82.70027
2770,87.42255,86.60916,86.05959,84.56115,84.33387,84.11166,82.51174
2770.5,87.43197,86.66677,86.07842,84.51173,84.36426,84.10077,82.44881
2771,87.44317,86.65869,86.08892,84.51232,84.26485,84.01283,82.51474
2771.5,87.46777,86.65483,86.09791,84.48666,84.29378,84.04177,82.46548
2772,87.42941,86.67682,86.09834,84.54085,84.27504,83.78177,82.40846
2772.5,87.44944,86.66473,86.09772,84.54228,84.30766,83.91116,82.40438
2773,87.46944,86.67899,86.11381,84.59976,84.30688,84.07023,82.3667
2773.5,87.47354,86.67482,86.10712,84.62837,84.31783,84.18484,82.40447
2774,87.46206,86.68055,86.10275,84.65441,84.22507,84.19505,82.52288
2774.5,87.47732,86.68434,86.11571,84.62604,84.30197,84.11715,82.47435
2775,87.45992,86.68048,86.12218,84.5624,84.38717,83.9643,82.31858
2775.5,87.45226,86.69761,86.11361,84.50055,84.42578,83.79261,82.19806
2776,87.44605,86.67029,86.11635,84.48171,84.40442,83.7497,82.3294
2776.5,87.44373,86.67738,86.09247,84.5336,84.32283,83.87588,82.54564
2777,87.45614,86.68887,86.09363,84.50861,84.42512,83.95821,82.5782
2777.5,87.45297,86.69831,86.1329,84.58525,84.41094,84.11741,82.72613
2778,87.487,86.7087,86.15521,84.67033,84.44602,84.08942,82.75431
2778.5,87.48901,86.71232,86.15608,84.56744,84.48899,83.99502,82.74546
2779,87.51772,86.74079,86.16597,84.55112,84.51121,84.19153,82.81443
2779.5,87.51028,86.7563,86.18813,84.60318,84.38966,84.1092,82.89629
2780,87.53234,86.76069,86.19045,84.55883,84.44439,83.91694,82.89024
2780.5,87.54621,86.74633,86.20408,84.5301,84.43331,83.83248,82.75284
2781,87.5511,86.76522,86.20002,84.51223,84.4659,83.94556,82.74232
2781.5,87.54788,86.78013,86.22112,84.50367,84.45482,84.12964,82.74064
2782,87.55935,86.78379,86.2296,84.62348,84.43449,84.0717,82.67102
2782.5,87.55029,86.7846,86.23454,84.61056,84.46286,83.94871,82.67256
2783,87.54033,86.78359,86.19384,84.59318,84.44616,84.04163,82.64601
2783.5,87.55669,86.78182,86.23406,84.56347,84.39443,84.086,82.67959
2784,87.5502,86.78152,86.22963,84.65276,84.26402,84.00901,82.73193
2784.5,87.55647,86.80317,86.23429,84.53495,84.37831,83.85109,82.69579
2785,87.56148,86.78523,86.22554,84.41214,84.40549,83.90785,82.65005
2785.5,87.5505,86.8011,86.20928,84.45348,84.41196,84.00996,82.73906
2786,87.53706,86.79203,86.21306,84.6466,84.39684,84.17279,82.84294
2786.5,87.54697,86.77898,86.21447,84.6835,84.35782,84.15946,82.85437
2787,87.56054,86.79232,86.24066,84.71914,84.37832,84.22422,82.88748
2787.5,87.56928,86.81804,86.22279,84.7217,84.3396,84.1784,82.91916
2788,87.5786,86.81267,86.2516,84.59851,84.23982,84.08664,82.74672
2788.5,87.57605,86.80944,86.24194,84.55843,84.33481,84.09678,82.69403
2789,87.57044,86.79786,86.2423,84.61701,84.37986,84.14917,82.58386
2789.5,87.56345,86.81358,86.22888,84.51015,84.43583,84.14735,82.47405
2790,87.56632,86.80154,86.24621,84.58965,84.39562,84.26079,82.61337
2790.5,87.56081,86.79557,86.23014,84.62846,84.35943,84.28583,82.79132
2791,87.57581,86.81126,86.25409,84.53913,84.4029,84.05593,82.8334
2791.5,87.5741,86.8045,86.24504,84.61274,84.46824,84.22516,82.99434
2792,87.59955,86.82536,86.26268,84.70822,84.40226,84.33027,82.9027
2792.5,87.59862,86.81456,86.27574,84.64189,84.46001,84.05984,82.68783
2793,87.61533,86.84228,86.26606,84.62621,84.47002,84.18153,82.76317
2793.5,87.60353,86.84838,86.26046,84.73064,84.53638,84.17885,82.79236
2794,87.62386,86.85333,86.2654,84.71258,84.62565,84.13924,82.79839
2794.5,87.6462,86.85409,86.3038,84.69952,84.66442,84.14498,82.80825
2795,87.6504,86.85967,86.30571,84.77377,84.55908,84.30614,82.77861
2795.5,87.65903,86.87381,86.30217,84.75614,84.58389,84.32911,82.75274
2796,87.64662,86.89238,86.32418,84.81575,84.599,84.40569,82.85107
2796.5,87.67132,86.88908,86.34222,84.82953,84.66599,84.24219,82.88984
2797,87.67703,86.89937,86.33416,84.80182,84.69057,84.0888,82.93299
2797.5,87.65778,86.91433,86.35645,84.587,84.64387,84.0077,83.01745
2798,87.67727,86.90007,86.33967,84.60376,84.42028,84.21734,83.02114
2798.5,87.70987,86.92555,86.35001,84.66781,84.46804,84.10915,83.06316
2799,87.70766,86.93918,86.37029,84.66916,84.51228,83.96648,83.1326
2799.5,87.73511,86.96639,86.39359,84.65943,84.54223,84.25214,83.08
2800,87.73859,86.95611,86.40075,84.77327,84.46937,84.38522,83.11676
2800.5,87.76307,86.97369,86.40755,84.8338,84.55031,84.28659,83.12362
2801,87.75115,86.98725,86.40435,84.79662,84.53217,84.31822,83.13117
2801.5,87.78135,86.97453,86.41802,84.7914,84.53337,84.26621,83.05372
2802,87.78403,86.99626,86.43837,84.88588,84.61592,84.27697,83.05232
2802.5,87.79563,86.99729,86.44216,84.84739,84.68729,84.31784,82.97327
2803,87.80757,87.02208,86.4596,84.79824,84.71544,84.29988,82.88722
2803.5,87.81089,87.02723,86.4636,84.88902,84.60415,84.35924,83.03025
2804,87.79671,87.0087,86.47513,84.91425,84.56975,84.43033,83.04973
